ID,adj.P.Val,P.Value,t,B,logFC,Gene,Genetitle
1862_at,1.20E-04,2.07E-05,-4.758821,2.58902,-0.3545513,ATM,ATM serine/threonine kinase
37572_at,1.20E-04,2.08E-05,-4.758582,2.58828,-0.4751577,CCK,cholecystokinin
33608_at,1.20E-04,2.08E-05,-4.758579,2.58827,-0.3032879,LY6G6F///LY6G6D,"lymphocyte antigen 6 complex, locus G6F///lymphocyte antigen 6 complex, locus G6D"
31454_f_at,1.21E-04,2.08E-05,-4.758026,2.58654,-0.3362485,,
39356_at,1.21E-04,2.08E-05,-4.757476,2.58482,-0.3596377,NEDD4L,"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase"
33102_at,1.21E-04,2.09E-05,4.757244,2.58409,1.5109914,ADD3,adducin 3
39992_at,1.21E-04,2.09E-05,-4.756246,2.58097,-0.4170327,SLC22A18,solute carrier family 22 member 18
40889_at,1.22E-04,2.10E-05,-4.754689,2.5761,-0.3785491,LOC100510710///GBAP1///GBA,glucosylceramidase-like///glucosylceramidase beta pseudogene 1///glucosylceramidase beta
34553_at,1.22E-04,2.10E-05,-4.754439,2.57532,-0.2535542,MTMR7,myotubularin related protein 7
39334_s_at,1.22E-04,2.11E-05,-4.754172,2.57448,-0.386427,ATN1,atrophin 1
34278_at,1.22E-04,2.11E-05,4.753432,2.57217,1.2005944,EIF1AX,"eukaryotic translation initiation factor 1A, X-linked"
31769_at,1.23E-04,2.13E-05,-4.75065,2.56346,-0.3797092,WNT8B,Wnt family member 8B
37594_at,1.23E-04,2.13E-05,-4.750633,2.56341,-0.3391513,BHMT,betaine--homocysteine S-methyltransferase
37392_at,1.23E-04,2.13E-05,4.750112,2.56178,0.851793,PHKB,phosphorylase kinase regulatory subunit beta
39501_f_at,1.23E-04,2.14E-05,-4.749906,2.56114,-0.3843413,NECAB3,N-terminal EF-hand calcium binding protein 3
41537_r_at,1.23E-04,2.14E-05,4.749668,2.56039,0.4896889,NFIX,nuclear factor I X
375_at,1.23E-04,2.14E-05,-4.749394,2.55954,-0.5177167,GSTT1,glutathione S-transferase theta 1
41342_at,1.23E-04,2.14E-05,4.749011,2.55834,0.6041645,RANBP1,RAN binding protein 1
38398_at,1.23E-04,2.14E-05,-4.748728,2.55745,-0.2631776,MADD,MAP kinase activating death domain
38146_at,1.23E-04,2.14E-05,-4.748728,2.55745,-0.2813889,ST18,"ST18, C2H2C-type zinc finger"
33542_at,1.24E-04,2.16E-05,-4.746317,2.54992,-0.3734883,ZNF280B,zinc finger protein 280B
39884_g_at,1.25E-04,2.17E-05,4.745366,2.54694,0.4228127,DIMT1,DIM1 dimethyladenosine transferase 1 homolog
33969_at,1.25E-04,2.18E-05,-4.743448,2.54095,-0.402056,IFNW1,interferon omega 1
31745_at,1.26E-04,2.19E-05,-4.741703,2.53549,-0.3684705,MUC3B///MUC3A,"mucin 3B, cell surface associated///mucin 3A, cell surface associated"
40625_f_at,1.26E-04,2.20E-05,-4.741023,2.53337,-0.5017858,MTX1,metaxin 1
31366_at,1.26E-04,2.20E-05,-4.740959,2.53317,-0.5023271,NR2E3,nuclear receptor subfamily 2 group E member 3
40786_at,1.26E-04,2.20E-05,4.740942,2.53311,0.769958,PPP2R5C,protein phosphatase 2 regulatory subunit B'gamma
33051_at,1.26E-04,2.20E-05,-4.740878,2.53291,-0.34079,GABRR1,gamma-aminobutyric acid type A receptor rho1 subunit
37675_at,1.26E-04,2.20E-05,4.740427,2.5315,0.786365,SLC25A3,solute carrier family 25 member 3
41569_at,1.27E-04,2.21E-05,4.739328,2.52807,0.5852484,DNAJC9,DnaJ heat shock protein family (Hsp40) member C9
37516_at,1.27E-04,2.21E-05,-4.739287,2.52794,-0.993366,DDN,dendrin
40613_at,1.27E-04,2.22E-05,4.73789,2.52357,0.9034768,C6orf62,chromosome 6 open reading frame 62
2036_s_at,1.27E-04,2.23E-05,4.737413,2.52208,1.3023087,CD44,CD44 molecule (Indian blood group)
34286_at,1.27E-04,2.23E-05,4.737119,2.52117,0.5363712,BCAS2,breast carcinoma amplified sequence 2
32178_r_at,1.27E-04,2.23E-05,4.736802,2.52017,0.530164,SNAP23,synaptosome associated protein 23
35367_at,1.28E-04,2.24E-05,4.736032,2.51777,1.1094524,LGALS3,"lectin, galactoside binding soluble 3"
32969_r_at,1.28E-04,2.24E-05,-4.735632,2.51652,-0.3212515,VGF,VGF nerve growth factor inducible
32829_at,1.28E-04,2.25E-05,4.73445,2.51283,0.4167395,TIMM17A,translocase of inner mitochondrial membrane 17 homolog A (yeast)
37659_at,1.28E-04,2.25E-05,4.734448,2.51282,0.5405564,IMMT,inner membrane mitochondrial protein
35978_at,1.28E-04,2.25E-05,4.734433,2.51278,0.4732601,PRRG1,proline rich and Gla domain 1
35021_at,1.28E-04,2.25E-05,-4.734293,2.51234,-0.3087271,BMPR1B,bone morphogenetic protein receptor type 1B
33509_at,1.28E-04,2.25E-05,-4.734168,2.51195,-0.3250636,GRM1,glutamate metabotropic receptor 1
35070_at,1.28E-04,2.25E-05,-4.733761,2.51067,-0.3914172,RLN1,relaxin 1
AFFX-BioB-3_st,1.28E-04,2.26E-05,-4.733347,2.50938,-0.5548108,,
35592_at,1.28E-04,2.26E-05,-4.733295,2.50922,-0.3648566,SLC8A2,solute carrier family 8 member A2
37367_at,1.29E-04,2.26E-05,4.732742,2.50749,0.5061197,ATP6V1E1,ATPase H+ transporting V1 subunit E1
37873_g_at,1.29E-04,2.26E-05,-4.73205,2.50533,-0.4830946,JRK,Jrk helix-turn-helix protein
160026_at,1.29E-04,2.27E-05,-4.731876,2.50479,-0.5930634,PRKX,"protein kinase, X-linked"
35188_at,1.29E-04,2.27E-05,-4.731772,2.50446,-0.3882926,FARP2,"FERM, ARH/RhoGEF and pleckstrin domain protein 2"
38309_r_at,1.29E-04,2.27E-05,-4.73169,2.50421,-0.3941565,NCDN,neurochondrin
35293_at,1.30E-04,2.29E-05,4.729209,2.49646,0.2912163,TROVE2,TROVE domain family member 2
38733_at,1.30E-04,2.29E-05,4.728868,2.49539,0.4920409,XRCC5,X-ray repair cross complementing 5
38927_i_at,1.30E-04,2.30E-05,-4.727701,2.49175,-0.3435858,TYR,tyrosinase
1672_f_at,1.30E-04,2.30E-05,4.727536,2.49123,0.6337935,RB1,RB transcriptional corepressor 1
37575_at,1.30E-04,2.30E-05,4.726963,2.48944,0.8887876,ATF2,activating transcription factor 2
39179_at,1.31E-04,2.31E-05,-4.725499,2.48487,-0.3779075,PRG2,"proteoglycan 2, pro eosinophil major basic protein"
34628_at,1.31E-04,2.32E-05,-4.724657,2.48224,-0.2783772,TAF4B,TATA-box binding protein associated factor 4b
35383_at,1.31E-04,2.32E-05,-4.724434,2.48155,-0.284074,NBR2,neighbor of BRCA1 gene 2 (non-protein coding)
34065_at,1.32E-04,2.33E-05,-4.72355,2.47879,-0.3722996,ONECUT2,one cut homeobox 2
40084_at,1.32E-04,2.33E-05,-4.723311,2.47804,-0.3426075,TFCP2,transcription factor CP2
35527_at,1.32E-04,2.33E-05,-4.723248,2.47784,-0.3895322,CACNA2D1,calcium voltage-gated channel auxiliary subunit alpha2delta 1
38512_r_at,1.32E-04,2.33E-05,-4.723001,2.47707,-0.3641212,ELAVL3,ELAV like neuron-specific RNA binding protein 3
140_s_at,1.32E-04,2.34E-05,4.722563,2.47571,0.8882979,TRA2B,transformer 2 beta homolog (Drosophila)
39904_at,1.32E-04,2.34E-05,-4.722428,2.47529,-0.3165079,CIB2,calcium and integrin binding family member 2
39566_at,1.32E-04,2.34E-05,-4.722226,2.47465,-0.3296498,LOC101930361///LOC101929970///CHRFAM7A///CHRNA7,uncharacterized LOC101930361///CHRNA7-FAM7A fusion protein///CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion///cholinergic receptor nicotinic alpha 7 subunit
36037_g_at,1.32E-04,2.34E-05,-4.721579,2.47263,-0.4155501,SPTB,"spectrin beta, erythrocytic"
39607_at,1.32E-04,2.35E-05,-4.721255,2.47162,-0.4392348,MTMR9,myotubularin related protein 9
40198_at,1.32E-04,2.35E-05,4.721238,2.47157,0.8764945,VDAC1,voltage dependent anion channel 1
41651_at,1.32E-04,2.35E-05,4.721098,2.47114,0.7015999,KIAA1033,KIAA1033
38940_at,1.32E-04,2.35E-05,4.720829,2.47029,0.3220656,SPC25,"SPC25, NDC80 kinetochore complex component"
36991_at,1.32E-04,2.35E-05,4.720755,2.47006,0.6325674,SRSF4,serine and arginine rich splicing factor 4
32416_at,1.32E-04,2.35E-05,-4.720124,2.46809,-0.3248692,IL23A,interleukin 23 subunit alpha
35877_at,1.33E-04,2.36E-05,-4.71979,2.46705,-0.5348377,SOX21,SRY-box 21
34237_at,1.33E-04,2.36E-05,-4.71945,2.46599,-0.3252697,HBS1L,HBS1 like translational GTPase
641_at,1.33E-04,2.36E-05,4.719274,2.46544,0.3567626,PSEN1,presenilin 1
34983_at,1.33E-04,2.37E-05,-4.717658,2.4604,-0.4992614,CYP26A1,cytochrome P450 family 26 subfamily A member 1
34184_at,1.33E-04,2.38E-05,-4.717459,2.45978,-0.3817771,APC2,"APC2, WNT signaling pathway regulator"
1924_at,1.34E-04,2.38E-05,4.716441,2.4566,0.3974436,CCNH,cyclin H
38056_at,1.34E-04,2.39E-05,-4.715335,2.45315,-0.2612271,MIR6785///TMEM94,microRNA 6785///transmembrane protein 94
36244_at,1.34E-04,2.40E-05,-4.714385,2.45018,-0.2887586,ZNF239,zinc finger protein 239
32943_at,1.34E-04,2.40E-05,-4.714225,2.44969,-0.2882067,DBH,dopamine beta-hydroxylase
31572_at,1.35E-04,2.41E-05,-4.713239,2.44661,-0.3590612,S100A12,S100 calcium binding protein A12
32468_f_at,1.36E-04,2.42E-05,-4.711433,2.44098,-0.3224589,CEACAM3,carcinoembryonic antigen related cell adhesion molecule 3
31779_s_at,1.36E-04,2.43E-05,-4.711138,2.44006,-0.5496077,PRDM1,PR/SET domain 1
37811_at,1.36E-04,2.43E-05,-4.710947,2.43946,-0.2731297,CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2
41496_at,1.36E-04,2.43E-05,-4.710884,2.43927,-0.3838696,,
34197_at,1.36E-04,2.43E-05,-4.710384,2.4377,-0.4586829,PIK3R2,phosphoinositide-3-kinase regulatory subunit 2
39541_at,1.36E-04,2.44E-05,-4.709753,2.43574,-0.3110741,HEG1,heart development protein with EGF like domains 1
1387_at,1.36E-04,2.45E-05,-4.708622,2.43221,-0.342947,IL2,interleukin 2
31763_at,1.37E-04,2.45E-05,-4.70835,2.43136,-0.3500658,OR7A5,olfactory receptor family 7 subfamily A member 5
37321_at,1.37E-04,2.46E-05,4.706892,2.42681,0.3108388,TTC1,tetratricopeptide repeat domain 1
37132_at,1.38E-04,2.47E-05,-4.705798,2.4234,-0.3564377,INVS,inversin
1028_at,1.38E-04,2.47E-05,-4.705563,2.42267,-0.3808798,TOP3A,topoisomerase (DNA) III alpha
35386_at,1.38E-04,2.48E-05,-4.703722,2.41693,-0.3447991,ACHE,acetylcholinesterase (Cartwright blood group)
32394_s_at,1.39E-04,2.50E-05,4.70154,2.41013,0.9825347,SNORA21///RPL23P8///RPL23,"small nucleolar RNA, H/ACA box 21///ribosomal protein L23 pseudogene 8///ribosomal protein L23"
34570_at,1.39E-04,2.50E-05,4.701388,2.40966,0.6680211,RPS27A,ribosomal protein S27a
41823_at,1.39E-04,2.51E-05,4.701071,2.40867,0.6284951,STAU1,staufen double-stranded RNA binding protein 1
1391_s_at,1.39E-04,2.51E-05,-4.700864,2.40802,-0.3170182,CYP4A22///CYP4A11,cytochrome P450 family 4 subfamily A member 22///cytochrome P450 family 4 subfamily A member 11
38974_at,1.40E-04,2.51E-05,4.70039,2.40654,0.5923774,PARK7,Parkinsonism associated deglycase
38628_at,1.40E-04,2.51E-05,-4.700236,2.40606,-0.4977935,KAT2A,lysine acetyltransferase 2A
40259_at,1.40E-04,2.53E-05,-4.69872,2.40134,-0.2429506,RBFOX2,"RNA binding protein, fox-1 homolog 2"
33015_at,1.40E-04,2.53E-05,-4.698562,2.40085,-0.3128336,,
31474_r_at,1.41E-04,2.54E-05,-4.697588,2.39781,-0.4515774,TNKS,tankyrase
34900_at,1.41E-04,2.54E-05,-4.697282,2.39686,-0.3130474,SYN3,synapsin III
38318_at,1.41E-04,2.54E-05,4.697278,2.39684,0.5210734,FAM8A1,family with sequence similarity 8 member A1
40709_at,1.41E-04,2.55E-05,-4.695727,2.39201,-0.3548257,ZNF271P,"zinc finger protein 271, pseudogene"
37007_at,1.41E-04,2.55E-05,4.695442,2.39113,0.8805458,SERINC3,serine incorporator 3
31565_at,1.42E-04,2.56E-05,-4.694837,2.38924,-0.2155469,Igk,immunoglobulin kappa chain complex
40311_at,1.42E-04,2.56E-05,-4.694579,2.38844,-0.3880786,TFR2,transferrin receptor 2
39368_at,1.42E-04,2.56E-05,4.69444,2.388,0.3349729,EIF2S2,eukaryotic translation initiation factor 2 subunit beta
34092_at,1.42E-04,2.56E-05,-4.69428,2.3875,-0.3429983,,
33475_at,1.42E-04,2.56E-05,-4.694199,2.38725,-0.3505475,PKP4,plakophilin 4
33860_at,1.43E-04,2.58E-05,-4.691969,2.3803,-0.3333993,UBR4,ubiquitin protein ligase E3 component n-recognin 4
34441_at,1.43E-04,2.58E-05,-4.69186,2.37997,-0.4353626,,
38837_at,1.43E-04,2.59E-05,4.691245,2.37805,0.5899405,TMX4,thioredoxin related transmembrane protein 4
32532_at,1.43E-04,2.59E-05,-4.691132,2.3777,-0.3130512,TJP1,tight junction protein 1
41183_at,1.43E-04,2.59E-05,4.690516,2.37578,0.4614455,CSTF3,cleavage stimulation factor subunit 3
39875_at,1.43E-04,2.60E-05,-4.690155,2.37465,-0.4045975,WASL,Wiskott-Aldrich syndrome like
40538_at,1.43E-04,2.60E-05,-4.689932,2.37396,-0.3602163,SLC26A10,solute carrier family 26 member 10
510_g_at,1.43E-04,2.60E-05,4.68951,2.37264,0.6382364,SMAD4,SMAD family member 4
37275_at,1.44E-04,2.61E-05,4.688196,2.36855,0.3492583,GABPB1,GA binding protein transcription factor beta subunit 1
1122_f_at,1.44E-04,2.62E-05,-4.687922,2.3677,-0.3971737,CGB2///CGB1///CGB8///CGB7///CGB5///CGB3,chorionic gonadotropin beta subunit 2///chorionic gonadotropin beta subunit 1///chorionic gonadotropin beta subunit 8///chorionic gonadotropin beta subunit 7///chorionic gonadotropin beta subunit 5///chorionic gonadotropin beta subunit 3
41284_at,1.44E-04,2.62E-05,-4.68767,2.36691,-0.2584091,INPP5A,inositol polyphosphate-5-phosphatase A
1428_at,1.44E-04,2.62E-05,-4.687134,2.36525,-0.3164588,THRB,thyroid hormone receptor beta
1718_at,1.44E-04,2.63E-05,4.68682,2.36427,0.7374164,ARPC2,actin related protein 2/3 complex subunit 2
35536_at,1.45E-04,2.63E-05,-4.685976,2.36164,-0.274361,ECE2,endothelin converting enzyme 2
36410_f_at,1.45E-04,2.63E-05,-4.68578,2.36103,-0.4282735,ELAVL2,ELAV like neuron-specific RNA binding protein 2
36374_at,1.45E-04,2.64E-05,-4.685743,2.36091,-0.5388231,,
34494_at,1.45E-04,2.64E-05,-4.685529,2.36025,-0.5262155,ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2
38333_at,1.45E-04,2.64E-05,-4.684987,2.35856,-0.4053066,OGG1,8-oxoguanine DNA glycosylase
35688_g_at,1.45E-04,2.64E-05,4.684809,2.35801,0.5457196,CMC4///MTCP1,C-X9-C motif containing 4///mature T-cell proliferation 1
33681_at,1.45E-04,2.65E-05,-4.684288,2.35638,-0.3937806,SERPINH1,serpin family H member 1
31642_at,1.46E-04,2.66E-05,-4.682921,2.35213,-0.4095422,RASAL2,RAS protein activator like 2
1296_at,1.46E-04,2.67E-05,-4.681687,2.34828,-0.2946004,CDH15,cadherin 15
35552_at,1.46E-04,2.68E-05,-4.680978,2.34608,-0.4619354,PCYT1B,"phosphate cytidylyltransferase 1, choline, beta"
912_s_at,1.47E-04,2.69E-05,-4.679956,2.3429,-0.2882171,PLA2G1B,phospholipase A2 group IB
37798_at,1.47E-04,2.69E-05,-4.679661,2.34198,-0.3135765,ERLIN2,ER lipid raft associated 2
34889_at,1.47E-04,2.69E-05,4.679193,2.34052,0.5882534,ATP6V1A,ATPase H+ transporting V1 subunit A
32996_g_at,1.48E-04,2.71E-05,-4.677565,2.33545,-0.4529198,ASB4,ankyrin repeat and SOCS box containing 4
33526_at,1.48E-04,2.71E-05,-4.676828,2.33316,-0.4542345,NPY2R,neuropeptide Y receptor Y2
40324_r_at,1.49E-04,2.73E-05,-4.674549,2.32607,-0.3559018,TOP3B,topoisomerase (DNA) III beta
1689_at,1.49E-04,2.74E-05,-4.674327,2.32538,-0.3417475,DCHS1,dachsous cadherin-related 1
36735_f_at,1.49E-04,2.74E-05,-4.673749,2.32358,-0.3458646,KIR3DL2///KIR3DL1,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1"
39405_at,1.50E-04,2.75E-05,4.672656,2.32018,0.3420215,ALG11///UTP14C,"ALG11, alpha-1,2-mannosyltransferase///UTP14, small subunit processome component homolog C (S. cerevisiae)"
32734_at,1.50E-04,2.76E-05,4.671773,2.31743,0.7632082,PPP2R5E,protein phosphatase 2 regulatory subunit B'epsilon
34261_at,1.51E-04,2.77E-05,-4.671014,2.31507,-0.3517451,PCYT2,"phosphate cytidylyltransferase 2, ethanolamine"
38386_r_at,1.51E-04,2.77E-05,4.670443,2.3133,0.5164031,GSS,glutathione synthetase
31561_at,1.51E-04,2.77E-05,-4.670421,2.31323,-0.3245887,,
36256_at,1.51E-04,2.77E-05,-4.670153,2.3124,-0.3827932,LSAMP,limbic system-associated membrane protein
31730_at,1.51E-04,2.78E-05,-4.669593,2.31065,-0.4757046,HIST1H1T,"histone cluster 1, H1t"
36058_at,1.51E-04,2.79E-05,-4.668417,2.307,-0.5006613,ASCC2,activating signal cointegrator 1 complex subunit 2
31569_at,1.52E-04,2.79E-05,-4.667836,2.30519,-0.3151954,SLC1A7,solute carrier family 1 member 7
38747_at,1.52E-04,2.80E-05,-4.667413,2.30387,-0.4701031,CD34,CD34 molecule
35713_at,1.52E-04,2.80E-05,-4.666774,2.30189,-0.3857055,FANCC,Fanconi anemia complementation group C
33504_at,1.52E-04,2.81E-05,-4.666331,2.30051,-0.3036452,NXPH2,neurexophilin 2
32576_at,1.52E-04,2.81E-05,4.666002,2.29948,0.5924112,EIF3F,eukaryotic translation initiation factor 3 subunit F
35522_at,1.53E-04,2.82E-05,-4.66546,2.2978,-0.2689055,PDE10A,phosphodiesterase 10A
37940_f_at,1.54E-04,2.83E-05,-4.663384,2.29134,-0.502063,APOBEC3C,apolipoprotein B mRNA editing enzyme catalytic subunit 3C
34848_at,1.54E-04,2.84E-05,4.663334,2.29119,0.5104051,FDFT1,farnesyl-diphosphate farnesyltransferase 1
41241_at,1.54E-04,2.84E-05,4.663056,2.29032,0.651866,NARS,asparaginyl-tRNA synthetase
31392_r_at,1.54E-04,2.84E-05,-4.662824,2.2896,-0.4200952,ERC2-IT1,ERC2 intronic transcript 1
32296_at,1.54E-04,2.84E-05,-4.662798,2.28952,-0.3496842,CA5A,carbonic anhydrase 5A
320_at,1.54E-04,2.85E-05,-4.662159,2.28754,-0.4812905,PEX6,peroxisomal biogenesis factor 6
38565_at,1.54E-04,2.85E-05,-4.661318,2.28492,-0.3621482,GAL3ST1,galactose-3-O-sulfotransferase 1
38687_at,1.54E-04,2.86E-05,4.6612,2.28456,0.7436162,ANAPC13,anaphase promoting complex subunit 13
33502_at,1.54E-04,2.86E-05,-4.661116,2.28429,-0.2426613,LUNAR1,leukemia-associated non-coding IGF1R activator RNA 1
38629_at,1.54E-04,2.86E-05,-4.660473,2.28229,-0.2792957,MAPT,microtubule associated protein tau
40288_r_at,1.55E-04,2.87E-05,-4.659932,2.28061,-0.519304,KLHL35,kelch like family member 35
41744_at,1.55E-04,2.88E-05,4.658948,2.27756,0.5824861,OPTN,optineurin
37411_at,1.55E-04,2.88E-05,-4.658906,2.27742,-0.4944285,ACAP1,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"
34166_at,1.56E-04,2.89E-05,-4.65764,2.27349,-0.3306535,SLC6A7,solute carrier family 6 member 7
33827_at,1.56E-04,2.89E-05,4.657458,2.27292,0.3691229,N4BP2L2,NEDD4 binding protein 2 like 2
1552_i_at,1.56E-04,2.89E-05,-4.657107,2.27183,-0.5389272,CYP2A13,cytochrome P450 family 2 subfamily A member 13
35421_at,1.56E-04,2.91E-05,4.655752,2.26762,0.2435498,LNPEP,leucyl and cystinyl aminopeptidase
31566_at,1.56E-04,2.91E-05,-4.655408,2.26655,-0.3281414,,
37997_r_at,1.57E-04,2.92E-05,-4.653914,2.26191,-0.4636426,DMWD,"dystrophia myotonica, WD repeat containing"
33512_at,1.57E-04,2.93E-05,-4.653573,2.26085,-0.3720037,GUCA2B,guanylate cyclase activator 2B
31976_at,1.58E-04,2.94E-05,-4.652728,2.25823,-0.3203075,MEP1B,meprin A subunit beta
34128_at,1.58E-04,2.94E-05,-4.652516,2.25757,-0.3708101,B3GALT5,"beta-1,3-galactosyltransferase 5"
40708_at,1.58E-04,2.94E-05,-4.651815,2.25539,-0.3591815,MPHOSPH9,M-phase phosphoprotein 9
1566_at,1.58E-04,2.95E-05,-4.650995,2.25284,-0.3023856,NCAM1,neural cell adhesion molecule 1
32460_at,1.58E-04,2.95E-05,-4.650974,2.25278,-0.2710251,GABRB2,gamma-aminobutyric acid type A receptor beta2 subunit
585_at,1.59E-04,2.96E-05,4.650198,2.25037,0.5643274,XRCC5,X-ray repair cross complementing 5
34211_at,1.59E-04,2.97E-05,4.649561,2.24839,0.2958527,SUPT20H,"SPT20 homolog, SAGA complex component"
37555_at,1.59E-04,2.97E-05,-4.649027,2.24673,-0.3210765,PWP2,PWP2 periodic tryptophan protein homolog (yeast)
40631_at,1.60E-04,2.98E-05,4.647982,2.24348,1.19672,TOB1,"transducer of ERBB2, 1"
33797_at,1.60E-04,2.98E-05,4.647863,2.24312,0.4193468,MPHOSPH10,M-phase phosphoprotein 10
38161_at,1.60E-04,2.99E-05,-4.647264,2.24125,-0.4992078,ALG3,"ALG3, alpha-1,3- mannosyltransferase"
37077_at,1.60E-04,2.99E-05,-4.647112,2.24078,-0.3351,PKLR,"pyruvate kinase, liver and RBC"
39739_at,1.60E-04,2.99E-05,4.64659,2.23916,0.9026771,NACA,nascent polypeptide-associated complex alpha subunit
32776_at,1.60E-04,3.00E-05,4.646134,2.23775,0.5403533,RALB,RALB Ras like proto-oncogene B
38416_at,1.60E-04,3.00E-05,4.645895,2.237,0.6986951,CCT6A,chaperonin containing TCP1 subunit 6A
37239_r_at,1.61E-04,3.01E-05,-4.644751,2.23345,-0.4012976,PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1"
40300_g_at,1.61E-04,3.02E-05,-4.643754,2.23036,-0.4069052,GPR161,G protein-coupled receptor 161
1796_s_at,1.62E-04,3.03E-05,-4.643011,2.22805,-0.4386598,MIR8085///BCL3,microRNA 8085///B-cell CLL/lymphoma 3
420_at,1.62E-04,3.03E-05,-4.642735,2.22719,-0.2822839,MC2R,melanocortin 2 receptor
34774_at,1.62E-04,3.03E-05,4.642728,2.22717,1.0627062,PPT1,palmitoyl-protein thioesterase 1
39130_at,1.62E-04,3.04E-05,-4.641688,2.22394,-0.251687,VPS39,"VPS39, HOPS complex subunit"
36703_at,1.63E-04,3.07E-05,-4.639318,2.21658,-0.2929398,CCL25,C-C motif chemokine ligand 25
32374_at,1.63E-04,3.07E-05,-4.639263,2.21641,-0.4217491,PCDHA12,protocadherin alpha 12
731_f_at,1.63E-04,3.07E-05,-4.639221,2.21629,-0.4240213,MUC3A,"mucin 3A, cell surface associated"
1392_at,1.63E-04,3.07E-05,-4.638788,2.21494,-0.2296433,GRK6,G protein-coupled receptor kinase 6
467_at,1.63E-04,3.07E-05,4.638558,2.21422,0.7958906,OSTF1,osteoclast stimulating factor 1
39451_i_at,1.64E-04,3.08E-05,-4.637818,2.21193,-0.2811165,IDS,iduronate 2-sulfatase
32436_at,1.64E-04,3.09E-05,4.637154,2.20987,0.4442923,SNORA3A///RPL27A,"small nucleolar RNA, H/ACA box 3A///ribosomal protein L27a"
35125_at,1.64E-04,3.09E-05,4.636992,2.20937,0.6762518,RPS6,ribosomal protein S6
31578_at,1.64E-04,3.09E-05,-4.636849,2.20892,-0.2824186,CFTR,cystic fibrosis transmembrane conductance regulator
31363_at,1.64E-04,3.09E-05,-4.636622,2.20822,-0.3745693,,
38698_at,1.64E-04,3.10E-05,4.635622,2.20511,0.4885765,HSPE1-MOB4///MOB4,"HSPE1-MOB4 readthrough///MOB family member 4, phocein"
38153_at,1.65E-04,3.11E-05,-4.635435,2.20453,-0.2684183,HUS1,HUS1 checkpoint clamp component
35899_at,1.65E-04,3.12E-05,-4.634151,2.20055,-0.5107484,ARTN,artemin
35897_r_at,1.65E-04,3.12E-05,-4.633939,2.19989,-0.3175081,ADGRB1,adhesion G protein-coupled receptor B1
41121_at,1.66E-04,3.13E-05,-4.632763,2.19625,-0.3995644,STX16,syntaxin 16
33564_at,1.66E-04,3.14E-05,-4.631761,2.19314,-0.2060633,AFM,afamin
36429_at,1.66E-04,3.14E-05,-4.631652,2.1928,-0.2886416,GPR182,G protein-coupled receptor 182
34459_at,1.66E-04,3.15E-05,-4.631314,2.19175,-0.3489849,N4BP2L2,NEDD4 binding protein 2 like 2
38293_s_at,1.66E-04,3.15E-05,-4.631023,2.19085,-0.3211845,LOC401021///HOXD4///HOXD3,uncharacterized LOC401021///homeobox D4///homeobox D3
33149_at,1.67E-04,3.15E-05,4.630718,2.1899,0.4445398,CLP1,cleavage and polyadenylation factor I subunit 1
